Name,DOB,SSN,Zip,Age,Workclass,fnlwgt,Education,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,Target
Evyn Pallister,3/11/1954,693-02-9532,19097,27,Private,289484,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
Faunie Grew,1/24/1962,297-67-5992,6376,34,State-gov,287908,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,42,United-States,<=50K
Sully Canape,7/29/1967,631-92-2655,66151,53,Self-emp-not-inc,158284,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,<=50K
Ozzie Knoller,9/14/1977,152-92-5066,93258,23,Private,60668,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Portugal,<=50K
Delmore Ghost,6/17/1967,886-03-3644,765,43,State-gov,222978,Doctorate,16,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,>50K
Steve Fairlie,6/23/1984,640-35-4736,92492,58,Private,244605,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,3908,0,40,United-States,<=50K
Con Retchless,12/8/2010,603-95-3710,51717,38,Private,150601,10th,6,Separated,Adm-clerical,Unmarried,White,Male,0,3770,40,United-States,<=50K
Imogene Achurch,3/31/1998,825-03-8274,42310,26,Private,199143,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
Clywd Hutchin,4/4/1956,608-64-2411,71809,60,Private,131681,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
Rosalia Pratchett,4/24/2007,163-54-2315,96227,28,Private,346406,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1672,50,United-States,<=50K
Marina Biasi,7/31/1976,543-27-7245,11626,33,Federal-gov,391122,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
Mendel Munnings,7/19/2006,245-90-2020,68994,29,Local-gov,280344,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
Babette Threlfall,12/15/1956,180-74-3762,48051,54,State-gov,188809,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K
Oates Davitti,9/14/1996,118-61-5254,44103,41,Private,277488,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,36,United-States,<=50K
Doe Bending,7/1/1973,587-66-3890,77709,63,Self-emp-not-inc,181561,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
Keri Echalier,11/20/2002,236-91-6047,67458,31,Private,158545,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,27,United-States,<=50K
Dorian Frostdick,3/12/2007,170-84-4740,65748,23,Private,313573,Bachelors,13,Never-married,Sales,Own-child,Black,Female,0,0,25,United-States,<=50K
Ezra Lebrun,9/30/1950,463-42-5027,94672,31,Private,591711,Some-college,10,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,0,0,40,,<=50K
Kriste Grishankov,10/9/2006,794-71-0114,63626,41,Private,268183,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
Rachelle Leivesley,6/2/2006,224-69-2750,72055,51,Private,392286,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
Elihu Blaney,9/4/1999,673-58-9939,45787,59,Private,233312,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
Tades Klemenz,4/1/1975,154-67-6951,6353,23,Private,520231,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
Maurene Doale,10/8/1962,152-80-9559,68262,24,Self-emp-not-inc,186831,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,45,United-States,<=50K
Sherilyn Triggol,1/26/1994,256-22-3600,79068,67,Self-emp-not-inc,141085,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K
Boothe Greim,12/6/1979,683-06-7140,31043,65,,198019,HS-grad,9,Widowed,,Not-in-family,White,Female,0,0,35,United-States,<=50K
Maryjo Grundy,6/24/2003,774-74-4393,48242,47,Local-gov,198660,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
Auria Kestle,1/31/1989,162-27-3603,6787,21,Private,409230,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Guatemala,<=50K
Jarrid Harnes,9/26/2011,502-62-2181,35283,38,Private,376025,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
Chandler Dennis,6/29/1954,781-36-2391,87450,55,Private,80167,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
Crystie Succamore,10/20/1974,789-96-1819,61172,39,Private,99357,Masters,14,Divorced,Prof-specialty,Own-child,White,Female,1506,0,40,United-States,<=50K
Lavinie Sebert,10/11/1996,343-88-4764,31110,24,Private,82847,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,50,Portugal,>50K
Felic Smylie,12/17/1965,413-14-1875,74733,24,Private,22201,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,40,Thailand,<=50K
Mathian Audry,8/26/1990,831-31-0213,6340,38,Private,275223,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7298,0,40,United-States,>50K
Engracia Pigeon,5/18/1980,715-54-3700,88776,19,Private,117595,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,24,United-States,<=50K
Herold Hartle,1/20/1971,753-66-4108,59664,32,Private,207668,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
Guido Ruit,7/28/2000,287-30-8045,51025,63,Self-emp-not-inc,179981,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
Any Powys,10/16/1952,441-53-6277,24438,18,Private,192583,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
Burke Hiddsley,9/9/1977,196-42-2526,63490,36,Private,66304,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
Latrena Rohlfs,10/23/1983,163-61-6711,57583,41,Private,200671,Bachelors,13,Divorced,Transport-moving,Own-child,Black,Male,6497,0,40,United-States,<=50K
Karlee O'Donnelly,10/5/1996,599-41-6897,26502,57,Private,32365,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
Shannon Lillo,11/10/1960,277-24-3063,510,48,Private,28497,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Teddy Silvermann,2/22/2005,302-63-2053,15208,44,Private,222978,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,1504,40,United-States,<=50K
Emmie Imms,12/27/2001,245-02-9446,78330,25,Private,160261,Some-college,10,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,40,China,<=50K
Lil Echlin,11/9/1982,141-99-9083,69752,48,Private,120724,12th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
Sigismund Murie,9/18/1985,656-39-6437,55006,20,Private,91733,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,8,United-States,<=50K
Shana Michurin,11/27/2011,263-40-0101,42736,74,Self-emp-not-inc,146929,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
Marja Kearle,5/10/1980,586-49-2426,13945,44,Private,205706,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
Susi Grayston,9/6/2009,291-26-9838,79822,26,Private,181666,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
Elihu Willmot,12/25/2000,873-29-1401,86504,54,Local-gov,279452,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
Taddeusz Mulcahy,2/28/1978,696-76-1383,75079,39,Private,207568,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,48,United-States,>50K
Emmalynne Felgate,4/6/1954,332-48-6394,58875,38,Private,22494,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,7443,0,40,United-States,<=50K
Darren MacInerney,5/21/2001,437-07-2108,10226,18,Private,210026,10th,6,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
Abbie Muino,2/1/1995,475-32-0731,79695,32,Local-gov,190889,Masters,14,Never-married,Prof-specialty,Not-in-family,Other,Female,0,0,40,,<=50K
Marguerite Naughton,2/3/1998,513-79-2540,70015,24,Private,109869,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
Chelsy Black,4/4/1983,815-63-8716,34542,19,Self-emp-not-inc,285263,9th,5,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,Mexico,<=50K
Zechariah Kops,2/16/1998,298-12-7975,28623,28,Private,192588,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
Laura Boucher,1/11/1960,765-82-3201,226,28,Private,232945,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,Other,Male,0,0,30,United-States,<=50K
Candice Brydie,6/7/1970,511-09-4617,62617,49,Local-gov,31339,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Rod Pechan,2/24/2003,202-39-9393,93910,50,Private,305147,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Hadria Ferrillio,3/20/2006,416-40-9827,59348,63,Private,188914,HS-grad,9,Widowed,Machine-op-inspct,Other-relative,Black,Female,0,0,40,Haiti,<=50K
Faulkner Martinat,6/23/1959,462-36-6734,93519,58,Self-emp-not-inc,141165,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
Gabie Malenfant,9/20/1970,213-84-7614,36020,68,Self-emp-inc,136218,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,15,United-States,<=50K
Waly Jirieck,4/24/1999,777-70-0522,15606,41,Federal-gov,371382,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K
Janeta Mouat,6/28/1958,195-08-9063,24922,21,,199177,HS-grad,9,Never-married,,Not-in-family,White,Female,0,0,40,United-States,<=50K
Nara Barling,7/28/1969,828-15-2138,90335,27,Private,221366,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,50,United-States,>50K
Darla Ilden,2/24/1979,687-98-2530,92882,24,Private,403671,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
Rustie Piniur,6/20/2007,735-78-5081,30674,50,Private,193871,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
Chryste Du Barry,7/23/2007,220-32-4476,92140,47,Private,306183,Some-college,10,Divorced,Other-service,Own-child,White,Female,0,0,44,United-States,<=50K
Liane Bethell,3/6/1998,870-31-7124,8871,64,,159938,HS-grad,9,Divorced,,Not-in-family,White,Male,8614,0,40,United-States,>50K
Renato Younie,3/3/1967,636-90-8996,4213,54,Private,124194,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
Tallie Musicka,3/26/1985,875-76-0841,55069,28,Private,69847,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,30,United-States,<=50K
Darrel Janning,7/12/1991,888-46-9565,35935,26,State-gov,169323,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
Rivkah Gallichiccio,12/12/2004,442-71-9818,81865,35,State-gov,172327,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States,<=50K
Odelia Cooley,2/23/1962,268-77-9652,18848,48,Private,118889,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,2885,0,15,United-States,<=50K
Garvey Hallibone,10/9/1982,412-05-7276,9590,50,Private,166220,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,3942,0,40,United-States,<=50K
Rahal Tarquinio,6/25/2008,442-08-2438,53052,39,Private,186420,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
Dulcia Jaan,12/26/1965,483-28-2653,42759,46,Private,192779,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,>50K
Emily Crowdson,12/11/2005,156-83-6939,76801,41,Private,105616,Some-college,10,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,48,United-States,<=50K
Bayard Jailler,5/9/2011,240-25-1411,21300,24,Private,141113,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,2580,0,40,United-States,<=50K
Imogen Coucha,9/5/1968,382-34-9553,59066,57,Private,160275,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
Broderic Wake,12/6/1950,683-03-8560,29939,32,Private,164507,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Columbia,<=50K
Kennith Andrasch,3/18/1967,752-56-1856,31656,41,Private,207578,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,India,>50K
Aubrey Bonner,7/5/1994,264-75-8461,94336,55,Private,314592,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
Jean Andreia,5/14/1965,693-13-8733,1772,41,,254630,Assoc-voc,11,Divorced,,Not-in-family,White,Male,0,0,80,United-States,<=50K
Carley Wakeman,7/3/2010,713-55-7108,22179,69,Private,159522,7th-8th,4,Divorced,Machine-op-inspct,Unmarried,Black,Female,2964,0,40,United-States,<=50K
Lucie Pavia,10/16/1950,415-82-6397,9119,22,Private,112130,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
Lambert Roman,5/30/2011,707-99-2520,32346,45,Private,192835,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,3942,0,40,United-States,<=50K
Jerrie Bootell,6/11/1951,855-35-2168,37290,33,Private,206280,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
Reinhard Malkie,3/27/1987,200-68-8449,21233,57,Private,308861,Some-college,10,Separated,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
Fraze Extance,10/4/2010,214-45-2713,21511,38,Self-emp-not-inc,93206,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1902,65,United-States,>50K
Alain Leftbridge,3/14/1964,598-07-2289,69620,40,Private,206066,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
Joanne Bagster,2/24/1955,168-20-3688,12797,48,Self-emp-not-inc,309895,Some-college,10,Divorced,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
Lyon Annear,12/8/2000,678-53-0491,53656,38,Local-gov,216129,Some-college,10,Married-spouse-absent,Exec-managerial,Unmarried,Black,Female,0,0,35,United-States,<=50K
Ashley Vasser,2/18/1976,321-74-5371,59111,26,State-gov,287420,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K
Skip Albrecht,5/15/1964,496-95-4290,91730,24,Private,163595,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
Ermentrude Courtese,6/29/1954,478-43-8126,33872,35,Private,170092,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,20,United-States,<=50K
Davis Exon,6/10/2005,484-22-7207,3556,37,Private,287031,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,75,United-States,>50K
Vinnie Bacon,6/5/1991,593-49-7331,76260,42,Private,59474,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
Elonore Koschek,4/11/1972,310-30-8917,85585,37,Private,99151,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
Radcliffe Finker,5/28/1987,338-04-2384,63261,37,Private,206888,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
Oralle Bliven,2/18/1994,762-80-0013,33593,28,Private,177119,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,80,,<=50K
Nobie Gorick,6/5/1961,777-28-3216,87882,22,Private,173736,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
Von Allflatt,4/14/1997,627-91-7830,58495,24,Private,182163,11th,7,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,Germany,<=50K
Ebeneser Rignoldes,4/11/1975,775-90-1099,73263,45,Local-gov,311080,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
Lilia Carnduff,2/12/2007,447-92-4030,48109,29,Self-emp-not-inc,389857,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,>50K
Suzy Stenning,7/16/1954,431-72-7332,8434,23,Private,297152,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,25,United-States,<=50K
Jase Slym,12/7/1986,162-49-1239,69483,24,Federal-gov,130534,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
Della Lace,12/22/1982,155-33-9784,21043,25,Private,137301,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
Sally Casin,12/14/1951,864-06-4224,45687,58,Private,316235,HS-grad,9,Divorced,Sales,Other-relative,White,Female,0,0,32,United-States,<=50K
Marcelia Spurrior,10/6/2005,586-26-8947,25150,28,Self-emp-inc,32922,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,<=50K
Jan Salvador,4/15/1995,836-71-9375,73314,58,Private,118303,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,35,United-States,>50K
Durante Mardle,6/20/1990,796-85-7395,28962,18,Private,188241,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,<=50K
Jarred Rishbrook,4/27/1973,785-98-3504,71011,59,Private,236731,7th-8th,4,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Puerto-Rico,<=50K
Harbert Boyd,6/7/1985,204-02-5779,31812,39,Private,209397,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
Krisha Clementson,7/19/1966,497-98-5925,32646,53,Self-emp-inc,290640,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
Guillema Mattecot,8/28/1990,371-08-4944,38091,54,Private,221915,Prof-school,15,Never-married,Prof-specialty,Other-relative,White,Female,0,0,65,United-States,<=50K
Cinderella Carlin,12/12/1997,209-57-8614,58023,51,Private,175246,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
Alie Colloby,6/29/1994,165-87-6581,75125,59,Private,159724,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,7298,0,55,United-States,>50K
Vilhelmina Charon,4/6/1976,300-19-1146,53363,42,State-gov,160369,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,>50K
Tatiania Ceney,9/12/2007,695-89-6754,76835,36,Private,461337,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
Hilly D'Souza,6/23/1984,514-70-1229,4880,37,Private,187311,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,<=50K
Alisha Ambage,5/8/1999,813-56-7906,52281,32,Private,29312,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
Troy Giordano,7/1/1973,374-61-9100,86393,38,Self-emp-not-inc,197365,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K
Maryanna Emsden,7/1/2011,844-79-9917,84591,19,Private,301747,HS-grad,9,Separated,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
Cass Chomicz,2/8/1991,296-67-1441,93911,55,Local-gov,135439,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,48,United-States,<=50K
Jon Lunn,5/1/1980,873-02-3601,40701,30,Private,340917,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
Pris Taunton,7/2/2007,224-02-9686,92491,27,Private,155057,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
Andy Keer,6/23/1992,303-46-8848,15151,65,,200749,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,25,United-States,<=50K
Dorris Urvoy,3/5/1986,491-94-0477,32498,44,Private,323627,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,5,United-States,<=50K
Herman Chitham,6/7/1992,104-22-1477,67672,23,,154921,5th-6th,3,Never-married,,Not-in-family,White,Male,0,0,50,United-States,<=50K
Garnet Copsey,6/11/1961,172-56-4804,89216,32,Private,131425,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
Nani Atlee,1/20/2007,742-67-8188,74625,60,Private,184242,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K
